mmsi,name,imo,lat,lon,sog,cog,nav_status,ship_type,destination,eta,dim_bow,dim_stern,timestamp
258031200,MULTI CHALLENGER,,64.79337,11.68807,0,271.4,0,,,,,,2026-03-30 01:18:51.537923854 +0000 UTC
258031350,RANDOYSUND,,58.11576,8.11348,0,90.5,5,,,,,,2026-03-30 01:18:46.61482569 +0000 UTC
258051000,ARCTIC OPILIO,,69.64755,18.97983,0,360,5,,,,,,2026-03-30 01:18:47.339107411 +0000 UTC
258062000,FALKSUND,8420725,,,,,,70,LAKSEVAG,"{""Day"":30,""Hour"":0,""Minute"":50,""Month"":3}",65,10,
258073000,HARALD V,,64.86033,11.22991,0,24.2,0,,,,,,2026-03-30 01:18:45.335245014 +0000 UTC
258083000,ORFJORD,9647112,,,,,,30,FISKE,"{""Day"":0,""Hour"":0,""Minute"":0,""Month"":0}",23,12,
258098000,NORDSILD,,69.49624,17.4936,0,132.4,7,,,,,,2026-03-30 01:18:43.281362891 +0000 UTC
258143000,ROTTFISK,,69.65633,18.96842,0.2,275.4,0,,,,,,2026-03-30 01:18:41.229076251 +0000 UTC
258145500,LOS 115,0,,,,,,50,KIRKENES,"{""Day"":0,""Hour"":0,""Minute"":0,""Month"":0}",14,3,
258176000,TAUROA,,63.51018,9.07262,0,201.1,0,,,,,,2026-03-30 01:18:46.352337605 +0000 UTC
258185000,KASFJORD,7383372,,,,,,30,ALESUND,"{""Day"":0,""Hour"":24,""Minute"":60,""Month"":0}",15,30,
258196500,BJORN TOMMY,,68.73479,15.5152,0,360,0,,,,,,2026-03-30 01:18:51.532655597 +0000 UTC
258220500,TIDEFJORD,9419204,,,,,,60,SOLAVAAGEN<>FESTOYA,"{""Day"":18,""Hour"":3,""Minute"":25,""Month"":0}",55,59,
258232000,TAURANGA,,59.22825,6.11048,10,320.1,0,,,,,,2026-03-30 01:18:41.266512233 +0000 UTC
258238000,NORDFISK,,67.28896,14.37133,0,114,5,,,,,,2026-03-30 01:18:49.904075896 +0000 UTC
258257500,RS INGE STEENSLAND,,58.46186,8.77871,0,2.1,0,,,,,,2026-03-30 01:18:45.341520715 +0000 UTC
258287000,HASVIK,,70.66487,23.68018,0,195.4,5,,,,,,2026-03-30 01:18:42.841572088 +0000 UTC
258293000,M/V EIDHOLM,,64.83275,11.18018,9.6,41.9,0,,,,,,2026-03-30 01:18:49.430871013 +0000 UTC
258314500,VAAGSOEY,,62.67556,7.30279,0,159.2,0,,,,,,2026-03-30 01:18:42.868861138 +0000 UTC
258356000,FRAMFJORD,,63.10443,7.78771,0,334.1,0,,,,,,2026-03-30 01:18:46.575315249 +0000 UTC
258356500,HERO,,68.94192,15.3032,0,360,0,,,,,,2026-03-30 01:18:42.255246553 +0000 UTC
258360000,NORDSTAR,6920111,,,,,,30,FISHINGGROUNDS,"{""Day"":0,""Hour"":24,""Minute"":60,""Month"":0}",31,45,
258434000,VARGOEY,,62.46227,6.12964,0,252.7,0,,,,,,2026-03-30 01:18:44.320312132 +0000 UTC
258477000,LOFOTEN,,58.14969,8.0357,0,286.3,5,,,,,,2026-03-30 01:18:49.655539858 +0000 UTC
258478000,VESTERALEN,,62.31609,5.65521,15.7,255.4,0,,,,,,2026-03-30 01:18:51.109017724 +0000 UTC
258520000,DUNOY,0,,,,,,0,,"{""Day"":0,""Hour"":0,""Minute"":0,""Month"":0}",15,5,
258524000,HELLSKJER,,62.94909,7.00624,0,320,7,,,,,,2026-03-30 01:18:44.303379551 +0000 UTC
258529000,MASBOEN,,68.23459,14.57275,0,66,5,,,,,,2026-03-30 01:18:42.261345786 +0000 UTC
258536000,ANKERFISK,,59.31317,4.88367,0,135,8,,,,,,2026-03-30 01:18:48.405240613 +0000 UTC
258559000,EDNA SYNNOVE,8502418,,,,,,30,FISKEFELT,"{""Day"":0,""Hour"":24,""Minute"":60,""Month"":0}",17,17,
258563000,ATLANTIC STAR,,70.45793,17.16646,3.6,7.6,7,,,,,,2026-03-30 01:18:49.421166239 +0000 UTC
258729000,EIDSVAAG PIONER,,63.90755,9.77294,13.1,195,0,,,,,,2026-03-30 01:18:45.412112316 +0000 UTC
258797000,BREIVIK JUNIOR,,67.74358,10.80408,4.5,340.8,7,,,,,,2026-03-30 01:18:46.347237731 +0000 UTC
259004890,TROLLHATTEN,,65.4255,12.56545,0,205.3,0,,,,,,2026-03-30 01:18:43.282266122 +0000 UTC
259015390,FOSNA BLIKK,0,,,,,,90,VINDSNES,"{""Day"":20,""Hour"":0,""Minute"":0,""Month"":9}",5,10,
259018930,TRYM,,61.60138,5.02929,0,269,0,,,,,,2026-03-30 01:18:41.260703557 +0000 UTC
259019670,,,60.11315,5.1563,0,181,0,,,,,,2026-03-30 01:18:41.268592856 +0000 UTC
259026390,SHUTTLE 0001,,59.41732,5.25162,0,0,5,,,,,,2026-03-30 01:18:45.552010929 +0000 UTC
259026900,LIAFJORD,9935973,,,,,,30,CH16 FOR INFO,"{""Day"":31,""Hour"":0,""Minute"":0,""Month"":0}",39,33,
259027510,LUNEGG,,66.02699,12.25241,0,38,5,,,,,,2026-03-30 01:18:41.265476975 +0000 UTC
259029680,HELGOY LADY,,59.35246,5.61371,0,177.1,0,,,,,,2026-03-30 01:18:46.361845424 +0000 UTC
259034300,GEIRANGERFJORD III,1022794,,,,,,40,AALESUND,"{""Day"":21,""Hour"":12,""Minute"":34,""Month"":3}",11,35,
259035000,FROY HOVDING,,63.56455,9.89343,0,104.3,0,,,,,,2026-03-30 01:18:42.263182541 +0000 UTC
259036500,HALOYGEN,9981037,68.92515,17.12574,0,357.5,8,70,SVOLVAR,"{""Day"":0,""Hour"":24,""Minute"":60,""Month"":0}",4,16,2026-03-30 01:18:42.59795829 +0000 UTC
259040520,VAEROY,,64.89782,10.91968,0,234.2,0,,,,,,2026-03-30 01:18:48.410328695 +0000 UTC
259042170,SILEX,,51.88805,4.40093,0,90.8,5,,,,,,2026-03-30 01:18:46.219190143 +0000 UTC
259047520,TAREFJORD,,64.86126,11.62393,0,29.7,5,,,,,,2026-03-30 01:18:48.953349339 +0000 UTC
259049640,ATLAS,,64.91713,11.24852,0,360,0,,,,,,2026-03-30 01:18:48.389494281 +0000 UTC
259050100,LYKTNES,,70.66542,23.1747,0,129,0,,,,,,2026-03-30 01:18:50.484246067 +0000 UTC
259050320,SJOVAAG,,63.35286,8.1591,0,87,0,,,,,,2026-03-30 01:18:45.326731233 +0000 UTC
259076000,SEIHAV,,60.1267,5.06882,0,22,0,,,,,,2026-03-30 01:18:51.529857317 +0000 UTC
259104000,CLIPPER FREEPORT,,29.59215,-93.71707,0,164.1,1,,,,,,2026-03-30 01:18:50.657354529 +0000 UTC
259108000,MUNIN,8915782,,,,,,30,HANNINGVAG,"{""Day"":0,""Hour"":24,""Minute"":60,""Month"":0}",28,35,
259123000,BB COASTER,,60.39885,5.31291,0,343,5,,,,,,2026-03-30 01:18:43.499110976 +0000 UTC
259162000,VIKTORIA LADY,,69.67984,18.99732,0,314.5,5,,,,,,2026-03-30 01:18:47.35711516 +0000 UTC
259176000,HALFDAN GRIEG,0,,,,,,51,MYRE,"{""Day"":21,""Hour"":12,""Minute"":34,""Month"":3}",9,14,
259197000,NOERVOEY,9802633,,,,,,40,LANGEVAG-ALESUND,"{""Day"":21,""Hour"":12,""Minute"":34,""Month"":3}",12,14,
259221000,EIDSVAAG POLARIS,,63.11378,7.73629,0,339.7,0,,,,,,2026-03-30 01:18:43.85741504 +0000 UTC
259223000,KNESTER,9965227,,,,,,30,TLF +47 37198272,"{""Day"":0,""Hour"":24,""Minute"":60,""Month"":0}",40,35,
259256000,LEINEBRIS,,71.59673,24.08417,0.9,339.2,0,,,,,,2026-03-30 01:18:48.411270771 +0000 UTC
259299000,TRANEN,,63.43783,10.39691,0,285.9,0,,,,,,2026-03-30 01:18:46.401082957 +0000 UTC
259324000,JORUNN K,,62.36235,5.66112,0,283,0,,,,,,2026-03-30 01:18:41.263577582 +0000 UTC
259390000,TEIGENES,9286841,,,,,,30,CH 16 FOR INFO,"{""Day"":1,""Hour"":0,""Minute"":0,""Month"":1}",45,30,
259401000,BASTOE I,,59.42858,10.47952,0,168.7,5,,,,,,2026-03-30 01:18:48.383864963 +0000 UTC
259408000,FIRDA EIR,9250749,,,,,,90,FISHFARMS,"{""Day"":5,""Hour"":0,""Minute"":0,""Month"":12}",20,67,
259447000,SEA HUNTER,,55.47822,8.42111,0,328.5,0,,,,,,2026-03-30 01:18:46.854704919 +0000 UTC
259454000,BRENNHOLM,,60.39769,5.20803,0,4.1,5,,,,,,2026-03-30 01:18:51.499199425 +0000 UTC
259458000,RANA FRAKT,8616075,,,,,,70,STRAUME,"{""Day"":26,""Hour"":21,""Minute"":0,""Month"":3}",51,7,
259488000,ROBAS,,61.60161,5.02189,0,114.9,0,,,,,,2026-03-30 01:18:49.445554343 +0000 UTC
259506000,SVEASUND,,67.29002,14.39639,0,162.9,5,,,,,,2026-03-30 01:18:43.503690677 +0000 UTC
259511000,VIMA,,70.36503,31.02986,0,313.6,15,,,,,,2026-03-30 01:18:48.395562294 +0000 UTC
259546000,TORGTIND,9189445,,,,,,60,HORN-IGEROY-TJOTTA,"{""Day"":3,""Hour"":22,""Minute"":15,""Month"":3}",39,30,
259563000,SKOLMEN,,69.93477,16.67404,0.7,323.5,0,,,,,,2026-03-30 01:18:42.267218194 +0000 UTC
259593000,SJERNAROY,,66.0242,12.64259,0,337.8,0,,,,,,2026-03-30 01:18:44.30249482 +0000 UTC
259631000,ROBRIS,9204544,,,,,,59,CH16,"{""Day"":21,""Hour"":12,""Minute"":34,""Month"":3}",16,30,
259638000,GLUTRA,,68.22539,16.07664,0,344.2,0,,,,,,2026-03-30 01:18:50.473639809 +0000 UTC
259664000,LOVUND EXPRESS,,66.02139,12.6248,0,158.8,5,,,,,,2026-03-30 01:18:49.420132904 +0000 UTC
259783000,WEST ELARA,,59.01466,5.70792,0,0,2,,,,,,2026-03-30 01:18:46.153022966 +0000 UTC
259883000,HOPSFJORD,,63.04027,7.4878,0,223,5,,,,,,2026-03-30 01:18:41.243133591 +0000 UTC
259912000,EDDA FRENDE,9409730,59.42216,5.25123,0,34.6,5,90,HAUGESUND,"{""Day"":21,""Hour"":12,""Minute"":34,""Month"":3}",19,67,2026-03-30 01:18:51.178560479 +0000 UTC
261000140,TYTAN,9101194,,,,,,52,GDANSK,"{""Day"":0,""Hour"":24,""Minute"":60,""Month"":0}",15,15,
261001880,HEL 112,7625861,,,,,,30,KEEP SAFE DIST 03AFT,"{""Day"":1,""Hour"":0,""Minute"":0,""Month"":1}",13,13,
261004168,ARES,,54.39337,18.71212,7,41.8,5,,,,,,2026-03-30 01:18:43.240309102 +0000 UTC
261024110,FAIRPLAY VII,,54.53413,18.54742,0,88.4,5,,,,,,2026-03-30 01:18:46.990816485 +0000 UTC
261044070,FAIRPLAY XVI,,54.53447,18.54757,0,169.2,5,,,,,,2026-03-30 01:18:41.074220583 +0000 UTC
261080070,PILOT 23,0,,,,,,50,,"{""Day"":0,""Hour"":24,""Minute"":60,""Month"":0}",12,4,
261182724,,,53.39694,14.63987,0,360,0,,,,,,2026-03-30 01:18:40.904809749 +0000 UTC
261183140,ORAVA,,52.53624,13.33279,0,360,5,,,,,,2026-03-30 01:18:50.600357559 +0000 UTC
261183980,WESERBERGLAND,,52.40098,9.46664,0,237,0,,,,,,2026-03-30 01:18:46.20539377 +0000 UTC
261185310,BONDAR,,53.35581,8.49737,0,360,5,,,,,,2026-03-30 01:18:43.405539485 +0000 UTC
261185360,NERPA,0,,,,,,52,GDANSK,"{""Day"":23,""Hour"":20,""Minute"":0,""Month"":5}",23,11,
261186081,NOSOROZEC B-01,,54.39729,18.69465,0,0,0,,,,,,2026-03-30 01:18:47.016501079 +0000 UTC
261186176,TIMBO 2,,53.14119,8.24379,0,360,0,,,,,,2026-03-30 01:18:44.2019219 +0000 UTC
261283000,POLISH WARSHIP F273,,54.53927,18.54061,0,31.5,5,,,,,,2026-03-30 01:18:44.75166774 +0000 UTC
261482000,VIRTUS,,54.38586,18.71452,1.5,6.8,0,,,,,,2026-03-30 01:18:51.65622398 +0000 UTC
263265000,DRAGAO DO MAR,,37.30386,-9.02526,5.2,235.3,11,,,,,,2026-03-30 01:18:51.015998972 +0000 UTC
263401660,ZE DA MARINHA,0,,,,,,30,,"{""Day"":0,""Hour"":0,""Minute"":0,""Month"":0}",9,9,
263406690,JOSE RUI,,41.32966,-8.92716,1.8,347.2,15,,,,,,2026-03-30 01:18:44.896384823 +0000 UTC
263408950,,,41.31142,-8.84181,2.9,179.1,15,,,,,,2026-03-30 01:18:49.387838863 +0000 UTC
263411770,SAO PEDRO DO MAR,,36.94861,-9.11736,1.7,155.4,7,,,,,,2026-03-30 01:18:40.805559609 +0000 UTC
263438000,LUISA BALSEIRO,,36.93395,-8.15786,3.3,106.2,0,,,,,,2026-03-30 01:18:50.012569037 +0000 UTC
263442614,MARIA FRANCISCA,,41.193,-8.68617,0.1,6,5,,,,,,2026-03-30 01:18:49.804054911 +0000 UTC
263701470,FERNANDO PESSOA,,38.65123,-9.07828,0.1,134,15,,,,,,2026-03-30 01:18:50.496196219 +0000 UTC
265033420,LUSCA,,59.62641,19.01518,0,360,0,,,,,,2026-03-30 01:18:41.627888619 +0000 UTC
265038000,SOLANA,,57.32771,17.00599,0,310.3,0,,,,,,2026-03-30 01:18:46.565564054 +0000 UTC
265048610,TENO VARV,,59.38941,18.32539,0,274.5,5,,,,,,2026-03-30 01:18:51.785656215 +0000 UTC
265066000,YMER,,65.37422,22.75712,0,33.9,2,,,,,,2026-03-30 01:18:49.369524433 +0000 UTC
265076750,VEGA,0,,,,,,90,KOSSO BYGG CH14,"{""Day"":0,""Hour"":0,""Minute"":0,""Month"":0}",9,6,
265079580,POLAR,,55.27957,12.78365,12.2,290.3,0,,,,,,2026-03-30 01:18:43.87818259 +0000 UTC
265182000,ODEN,,65.36419,22.71142,0,69.7,2,,,,,,2026-03-30 01:18:49.367182731 +0000 UTC
265226000,OCEAN SURVEYOR,,59.37737,18.66925,6.2,254.3,0,,,,,,2026-03-30 01:18:47.553794852 +0000 UTC
265411000,SCA OBBOLA,9087350,,,,,,70,OXELOSUND,"{""Day"":1,""Hour"":5,""Minute"":0,""Month"":4}",124,46,
265412000,SCA ORTVIKEN,,55.26702,14.49485,16.5,39,0,,,,,,2026-03-30 01:18:40.729148442 +0000 UTC
265500480,R142 YSTAD MUS.SHIP,,59.07311,18.20463,0.1,194.6,0,,,,,,2026-03-30 01:18:43.625636171 +0000 UTC
265501910,HAMNEN,,57.69347,11.91343,0,182.9,0,,,,,,2026-03-30 01:18:43.414622066 +0000 UTC
265506010,GOLJE,,59.05635,18.4373,0,0,0,,,,,,2026-03-30 01:18:48.361383818 +0000 UTC
265507620,PILOT 779 SE,,57.63625,18.28289,0,241.1,0,,,,,,2026-03-30 01:18:51.425189509 +0000 UTC
265507660,PILOT 111 SE,,58.66164,17.12501,0.1,182.8,0,,,,,,2026-03-30 01:18:47.033049661 +0000 UTC
265511420,PILOT 745 SE,,57.68215,11.87186,0,343.1,0,,,,,,2026-03-30 01:18:45.871946335 +0000 UTC
265514830,PILOT 718 SE,,58.38022,12.30938,0.1,32.1,0,,,,,,2026-03-30 01:18:40.731962605 +0000 UTC
265516670,KOSTERVAAG,,58.93894,11.16878,0,284.3,0,,,,,,2026-03-30 01:18:50.487177318 +0000 UTC
265518710,PILOT 757 SE,,61.62266,17.13199,0,292.4,0,,,,,,2026-03-30 01:18:47.555467052 +0000 UTC
265519650,PILOT 119 SE,,56.04487,12.68818,0.1,146.2,0,,,,,,2026-03-30 01:18:49.737500257 +0000 UTC
265522460,RAMSO,,59.32837,18.07968,0,360,7,,,,,,2026-03-30 01:18:49.262323065 +0000 UTC
265546890,FREJA,,59.27112,17.84698,0.1,113.9,0,,,,,,2026-03-30 01:18:46.307000731 +0000 UTC
265546940,,,59.66279,18.92588,0,360,0,,,,,,2026-03-30 01:18:41.368939239 +0000 UTC
265573150,GULLMAJ,0,,,,,,69,HONO LEDEN,"{""Day"":13,""Hour"":16,""Minute"":30,""Month"":10}",46,45,
265582750,TJB 964,,58.4833,16.96366,0,0,15,,,,,,2026-03-30 01:18:49.71241719 +0000 UTC
265585610,PILOT 790 SE,0,,,,,,50,KALMARSUND AREA CH13,"{""Day"":0,""Hour"":24,""Minute"":60,""Month"":0}",10,7,
265586010,BALDER,,59.35144,18.2639,0,360,0,,,,,,2026-03-30 01:18:47.972660207 +0000 UTC
265587020,RESCUE HEDVIG,,61.71891,17.10447,1,226.9,0,,,,,,2026-03-30 01:18:45.805624684 +0000 UTC
265588850,PRINSEN,,59.35159,18.2654,0,360,0,,,,,,2026-03-30 01:18:44.452154503 +0000 UTC
265588930,KUNG RING,,59.35798,18.10675,0,360,5,,,,,,2026-03-30 01:18:43.731411968 +0000 UTC
265589970,NINA,,59.40006,18.35058,0,284.5,0,,,,,,2026-03-30 01:18:51.971096226 +0000 UTC
265590730,EMELIE,,59.38812,18.3261,0,360,0,,,,,,2026-03-30 01:18:48.618569795 +0000 UTC
265604510,BODILLA,,57.86524,19.05897,0,28.1,0,,,,,,2026-03-30 01:18:40.76096643 +0000 UTC
265609560,DELFIN XI,0,,,,,,60,,"{""Day"":0,""Hour"":0,""Minute"":0,""Month"":0}",6,22,
265627630,AMANDA,0,,,,,,70,,"{""Day"":0,""Hour"":24,""Minute"":60,""Month"":0}",20,20,
265630560,RESCUE POSTKODEN,,59.27158,17.84664,0,210.2,0,,,,,,2026-03-30 01:18:41.660654625 +0000 UTC
265634990,RESCUE MATS KLEBERG,0,,,,,,51,SWE SAR HOVERCRAFT,"{""Day"":0,""Hour"":0,""Minute"":0,""Month"":0}",3,2,
265650950,RIVO,9544322,,,,,,40,STYRSOBOLAGET,"{""Day"":0,""Hour"":24,""Minute"":60,""Month"":0}",10,17,
265663280,GOTE II,,57.68195,11.87035,0.1,137.5,0,,,,,,2026-03-30 01:18:49.314783226 +0000 UTC
265675250,KBV 316,,57.69404,11.81604,0.1,321.4,0,,,,,,2026-03-30 01:18:51.819266671 +0000 UTC
265706350,SATURNUS,,58.13813,11.83245,0,201.3,0,,,,,,2026-03-30 01:18:41.275444546 +0000 UTC
265721770,SJOVAGEN,0,,,,,,60,NYBROPLAN,"{""Day"":0,""Hour"":24,""Minute"":60,""Month"":0}",11,13,
265810820,RESCUE SPARB SKANE 2,,55.92322,14.29856,0,360,15,,,,,,2026-03-30 01:18:42.033493912 +0000 UTC
265813560,TRITON,,59.34266,18.13298,0,360,3,,,,,,2026-03-30 01:18:44.806307278 +0000 UTC
266159000,LL1149 HERRING,,58.35887,11.24544,0,93.7,5,,,,,,2026-03-30 01:18:45.803541921 +0000 UTC
266166000,VG45 WESTLAND,0,,,,,,30,FISHING,"{""Day"":0,""Hour"":0,""Minute"":0,""Month"":0}",8,8,
266169000,TARNAN BATFJORDEN,,57.24054,12.11208,0,253.4,7,,,,,,2026-03-30 01:18:47.258180855 +0000 UTC
266212000,NORDEN,9346641,,,,,,80,SEGOT,"{""Day"":29,""Hour"":13,""Minute"":0,""Month"":3}",70,10,
266343000,STENA SCANDINAVICA,,55.54971,10.83589,16.7,158.8,0,,,,,,2026-03-30 01:18:48.456749781 +0000 UTC
266454000,DONIA,,54.5664,10.67752,13.6,83.4,0,,,,,,2026-03-30 01:18:51.310953621 +0000 UTC
267210240,,,48.13461,17.14204,0,0,5,,,,,,2026-03-30 01:18:42.539133879 +0000 UTC
268242702,NORTH,8812590,,,,,,36,VASILIKO PORT,"{""Day"":26,""Hour"":11,""Minute"":0,""Month"":10}",8,22,
268251903,VESTRI.II,,53.35728,7.19984,0,28.4,5,,,,,,2026-03-30 01:18:43.217029505 +0000 UTC
269056415,BIBO REGIO,,47.58912,7.59093,0.1,188.5,0,,,,,,2026-03-30 01:18:43.981984032 +0000 UTC
269056737,KIES-UELI,,47.54656,7.65085,0,267.4,0,,,,,,2026-03-30 01:18:40.73321029 +0000 UTC
269057015,LONG BEACH,,51.92144,4.21803,0.1,183.1,5,,,,,,2026-03-30 01:18:44.131744722 +0000 UTC
269057144,RP DUISBURG,,50.97811,6.97508,0,196.8,15,,,,,,2026-03-30 01:18:40.907593681 +0000 UTC
269057292,AMALYRA,,49.43693,1.09529,0,113.4,5,,,,,,2026-03-30 01:18:41.81660499 +0000 UTC
269057358,FREIENSTEIN,0,,,,,,20,ANTWERPEN-ANDERNACH,"{""Day"":0,""Hour"":0,""Minute"":0,""Month"":0}",6,8,
269057489,VIKING MANI,,49.3146,8.45353,0,5.8,5,,,,,,2026-03-30 01:18:48.440598175 +0000 UTC
269057615,CHARLES DICKENS,,51.97551,5.91136,0,360,5,,,,,,2026-03-30 01:18:46.20906292 +0000 UTC
269057687,VIKING EINAR,7002108,,,,,,69,AMSTERDAM,"{""Day"":30,""Hour"":4,""Minute"":0,""Month"":3}",10,125,
269057711,AVALON VIEW,,52.06671,5.09292,0,210,5,,,,,,2026-03-30 01:18:52.184957994 +0000 UTC
269057826,RENATE,,51.70782,4.62294,0,0,0,,,,,,2026-03-30 01:18:41.533941998 +0000 UTC
271000770,SAFIYE ANA,,45.66044,13.76202,0,0,5,,,,,,2026-03-30 01:18:42.222004859 +0000 UTC
273272080,LUCH,9317315,,,,,,84,ZACPT,"{""Day"":26,""Hour"":8,""Minute"":0,""Month"":3}",231,58,
273294400,KIEV,,69.82334,16.68233,3,86.8,7,,,,,,2026-03-30 01:18:42.259827541 +0000 UTC
273298620,DMITRY KOZHARSKIY,9836191,,,,,,30,RUMMK,"{""Day"":1,""Hour"":6,""Minute"":0,""Month"":4}",26,54,
273333980,ZALIV VOSTOK,,46.65414,142.65012,0,359.5,0,,,,,,2026-03-30 01:18:41.804062096 +0000 UTC
273398180,KAPITAN GERASHCHENKO,8604022,,,,,,30,NEZ,"{""Day"":0,""Hour"":24,""Minute"":60,""Month"":0}",19,38,
273450850,VLADIMIR ZAGOSKIN,,71.19419,21.85608,4,163.5,7,,,,,,2026-03-30 01:18:42.277647981 +0000 UTC
273459430,,,44.72608,37.77555,7.7,359.7,0,,,,,,2026-03-30 01:18:47.538698386 +0000 UTC
275507000,LIBERO,9375783,51.09907,2.05075,2,284.8,0,70,ORDER,"{""Day"":25,""Hour"":17,""Minute"":0,""Month"":3}",79,10,2026-03-30 01:18:50.891843331 +0000 UTC
275511000,,,54.44869,12.10152,9.4,249,0,,,,,,2026-03-30 01:18:48.174644423 +0000 UTC
275514000,BALTIC CARRIER,9138197,,,,,,70,FOR ORDER,"{""Day"":26,""Hour"":12,""Minute"":0,""Month"":3}",70,13,
276869000,ATLANTIS,,54.15709,12.13114,0,206.7,5,,,,,,2026-03-30 01:18:44.107111335 +0000 UTC
303461000,FELLS POINT,,40.68698,-74.1598,0,128,0,,,,,,2026-03-30 01:18:49.301093995 +0000 UTC
304491000,NORMAN,9361342,,,,,,70,GDANSK,"{""Day"":31,""Hour"":6,""Minute"":0,""Month"":3}",78,11,
304633000,HAV GROUPER,9001837,,,,,,70,GHENT,"{""Day"":26,""Hour"":17,""Minute"":0,""Month"":3}",75,13,
304634000,MIA,,58.66404,17.1084,0,360,5,,,,,,2026-03-30 01:18:45.551468304 +0000 UTC
305159000,BBC GEORGIA,9357224,40.53076,18.50737,13,332.9,0,70,IT BRI,"{""Day"":30,""Hour"":8,""Minute"":0,""Month"":3}",126,13,2026-03-30 01:18:48.308578037 +0000 UTC
305426000,BELTNES,,58.4325,5.31483,12.6,339,0,,,,,,2026-03-30 01:18:41.241238882 +0000 UTC
305654000,ALEXANDER B,,60.26347,26.47656,17.9,53,0,,,,,,2026-03-30 01:18:44.491480852 +0000 UTC
305937000,MEIKE-B,,55.70675,9.54552,0,33,5,,,,,,2026-03-30 01:18:44.597484712 +0000 UTC
308785000,BALMORAL,8506294,,,,,,69,NO AES,"{""Day"":31,""Hour"":10,""Minute"":0,""Month"":3}",36,182,
309051000,OCEAN NOVA,,-51.99769,-62.8119,8.6,28.2,0,,,,,,2026-03-30 01:18:44.986119657 +0000 UTC
310610000,AZURA,9424883,,,,,,60,ESBCN>ITNAP,"{""Day"":30,""Hour"":4,""Minute"":30,""Month"":3}",41,247,
310823000,LIVERPOOL EXPRESS,9232565,51.37023,4.12354,14.3,256.9,0,71,NLFLU,"{""Day"":30,""Hour"":5,""Minute"":0,""Month"":3}",229,52,2026-03-30 01:18:45.230399785 +0000 UTC
310871000,SPITSBERGEN,,68.86082,15.44044,0.2,196.4,0,,,,,,2026-03-30 01:18:49.426676714 +0000 UTC
311000232,ALDEBARAN,,41.33209,2.14963,0,152.6,5,,,,,,2026-03-30 01:18:41.476753571 +0000 UTC
311000477,MYRINA,9770933,,,,,,89,BEZEE,"{""Day"":28,""Hour"":16,""Minute"":0,""Month"":3}",228,67,
311000548,EDUARD TOLL,,71.19598,19.88012,14.2,244.2,0,,,,,,2026-03-30 01:18:41.22707183 +0000 UTC
311000617,SD CALYPSO,,26.52064,-78.76759,0,196,8,,,,,,2026-03-30 01:18:51.941939433 +0000 UTC
311000666,SEAPEAK YAMAL,9781920,,,,,,84,FOR ORDERS,"{""Day"":5,""Hour"":22,""Minute"":1,""Month"":4}",224,70,
311000820,ALFA FINLANDIA,,60.26422,3.8226,9.4,203,0,,,,,,2026-03-30 01:18:45.345873477 +0000 UTC
311000912,ODYSSEY OF THE SEAS,,41.16003,2.22099,8.1,352.9,0,,,,,,2026-03-30 01:18:46.531102168 +0000 UTC
311001225,CONNEMARA,,-41.2817,174.78227,0,30.9,5,,,,,,2026-03-30 01:18:48.875604233 +0000 UTC
311001237,ERREA WITTU,,1.29515,103.67896,0,271.6,15,,,,,,2026-03-30 01:18:44.660358972 +0000 UTC
311001653,DOLE WARI,,39.58299,-75.5592,11.5,154.4,5,,,,,,2026-03-30 01:18:40.839341382 +0000 UTC
311028300,FRI SEA,9229166,,,,,,79,NOSKU,"{""Day"":9,""Hour"":9,""Minute"":30,""Month"":3}",78,13,
314396000,WILSON FLUSHING,,64.03643,7.68514,9.2,34,0,,,,,,2026-03-30 01:18:44.32552387 +0000 UTC
314438000,WILSON THAMES,,62.75765,5.9183,10.4,43.4,0,,,,,,2026-03-30 01:18:45.489136232 +0000 UTC
314471000,WILSON LUGA,,50.4259,-0.91987,8.6,261.2,0,,,,,,2026-03-30 01:18:43.911797414 +0000 UTC
314635000,WILSON DUNDEE,,60.8207,4.97305,0.1,324.6,1,,,,,,2026-03-30 01:18:47.348953265 +0000 UTC
314646000,SOPTERIX,9645839,,,,,,70,GBHTP,"{""Day"":29,""Hour"":8,""Minute"":0,""Month"":3}",88,20,
314768000,NAFKRATIS,,37.81728,23.68099,10,340.9,0,,,,,,2026-03-30 01:18:44.481020251 +0000 UTC
314795000,NEW SOUL,,13.65629,100.56694,0,305,5,,,,,,2026-03-30 01:18:49.219654524 +0000 UTC
314811000,RESAT AGA,9545467,,,,,,79,GREEU,"{""Day"":23,""Hour"":9,""Minute"":30,""Month"":3}",84,20,
316001125,SENA 2,,49.28827,-122.85526,0,274.7,1,,,,,,2026-03-30 01:18:42.209497414 +0000 UTC
316003677,SEASPAN PROTECTOR,,49.17009,-122.92462,0,226.1,0,,,,,,2026-03-30 01:18:47.037656925 +0000 UTC
316005616,ALBERT L LEDCOR,,49.19838,-123.10086,0,165.2,15,,,,,,2026-03-30 01:18:50.261718386 +0000 UTC
316011407,COASTAL RENAISSANCE,,48.98781,-123.15894,19.7,222.7,0,,,,,,2026-03-30 01:18:42.524702981 +0000 UTC
316011473,SAAM CLYDE,9190391,,,,,,31,PRINCE RUPERT,"{""Day"":29,""Hour"":23,""Minute"":59,""Month"":2}",11,17,
