mmsi,name,imo,lat,lon,sog,cog,nav_status,ship_type,destination,eta,dim_bow,dim_stern,timestamp
368266590,HAYDEN GRACE,,29.72045,-95.2405,0,86.8,0,,,,,,2026-03-30 01:18:41.415679098 +0000 UTC
368268210,WALKER BOONE,,29.7349,-95.14445,0.1,12.1,0,,,,,,2026-03-30 01:18:48.113865599 +0000 UTC
368278590,FREDERICK PAUP,,30.27638,-87.0992,3.6,186.6,3,,,,,,2026-03-30 01:18:49.039975071 +0000 UTC
368286340,SHAVER,,46.09066,-122.93207,0,150.9,5,,,,,,2026-03-30 01:18:43.821515838 +0000 UTC
368294050,JO-ANN V,,41.63841,-70.91632,0,360,15,,,,,,2026-03-30 01:18:46.926590581 +0000 UTC
368297980,CAPT ARTHUR GUIDRYSR,,30.09212,-94.08837,0,198.6,12,,,,,,2026-03-30 01:18:40.69041254 +0000 UTC
368316410,FLEET QUEEN,,41.63827,-70.91574,0,360,0,,,,,,2026-03-30 01:18:43.304627837 +0000 UTC
368330770,DR. CINGOLANI,,29.77519,-95.10099,0.2,205.9,12,,,,,,2026-03-30 01:18:45.524280938 +0000 UTC
368332080,FRENCHY,,25.75642,-80.14148,0,249.9,15,,,,,,2026-03-30 01:18:48.721011573 +0000 UTC
368332760,MICHAEL J. KENNELLY,,29.75864,-95.1007,6.4,290.7,12,,,,,,2026-03-30 01:18:46.111529148 +0000 UTC
368337550,ABBENTURES2,0,,,,,,37,MIAMI FL.,"{""Day"":28,""Hour"":16,""Minute"":0,""Month"":3}",22,22,
368339380,MICHELLE ELISE,,29.72264,-95.27209,0,125,12,,,,,,2026-03-30 01:18:49.760333798 +0000 UTC
368390490,,,30.22133,-93.26678,0,270.5,0,,,,,,2026-03-30 01:18:50.658713598 +0000 UTC
368414830,NORTH POINT,,48.75403,-122.50566,0,198.1,0,,,,,,2026-03-30 01:18:48.134252077 +0000 UTC
368542000,NEPTUNE,,40.61652,-73.65203,0,211,0,,,,,,2026-03-30 01:18:40.796862911 +0000 UTC
368926258,CATLETT,0,,,,,,33,USACE SURVEY OPS,"{""Day"":0,""Hour"":24,""Minute"":60,""Month"":0}",4,15,
369020000,TINA PYNE,9758959,,,,,,52,USTPA,"{""Day"":0,""Hour"":24,""Minute"":60,""Month"":0}",20,20,
369187000,BELLA VITA,,26.09878,-80.16232,0,191.1,5,,,,,,2026-03-30 01:18:44.187518128 +0000 UTC
369230000,PHILADELPHIA,9819428,,,,,,52,XX XXX>US^0LGQ,"{""Day"":0,""Hour"":24,""Minute"":60,""Month"":0}",10,22,
369322000,CAPE ANN,,46.0017,-124.45263,8.6,41.1,12,,,,,,2026-03-30 01:18:42.170269573 +0000 UTC
369970411,YTB-835 SKENANDOA,,46.19078,-123.74644,0,283.7,0,,,,,,2026-03-30 01:18:49.023684569 +0000 UTC
370363000,SEVEN SEAS HIGHWAY,9238521,51.29678,3.24133,0,197.6,5,70,BE ZEE,"{""Day"":28,""Hour"":6,""Minute"":30,""Month"":3}",48,152,2026-03-30 01:18:50.211570838 +0000 UTC
370638000,RICH HARVEST,9908982,,,,,,80,NOMON,"{""Day"":31,""Hour"":2,""Minute"":0,""Month"":3}",148,35,
370727000,LUCKY FIONA,,40.47476,17.21688,0,315.4,5,,,,,,2026-03-30 01:18:43.736743455 +0000 UTC
371602000,MSC ALABAMA III,,49.9782,-1.11514,12.3,325.8,0,,,,,,2026-03-30 01:18:47.247024994 +0000 UTC
371820000,DREAM ANGEL,9303156,,,,,,70,AU MEL,"{""Day"":29,""Hour"":1,""Minute"":0,""Month"":3}",35,151,
372410000,GOLDEN RAINBOW,,22.60112,120.29449,0,260.2,5,,,,,,2026-03-30 01:18:41.790207331 +0000 UTC
373225000,GAS UTOPIA,,62.1404,4.28378,13,221.6,0,,,,,,2026-03-30 01:18:45.356470671 +0000 UTC
373773000,SEAMASTER,,51.12968,1.81225,12.1,41.3,0,,,,,,2026-03-30 01:18:50.323278056 +0000 UTC
374097000,,,35.46004,139.72257,1.3,130,0,,,,,,2026-03-30 01:18:51.386716661 +0000 UTC
375158000,,,43.53961,7.03063,0.1,56.8,0,,,,,,2026-03-30 01:18:45.1336555 +0000 UTC
375902000,TROPIC SUN,,18.42545,-64.60904,0,10,5,,,,,,2026-03-30 01:18:48.836865311 +0000 UTC
376665000,MULTRASHIP RESPONDER,,51.45406,4.01056,0,75,5,,,,,,2026-03-30 01:18:42.803466968 +0000 UTC
412479780,JIN ZHU HU,,22.29989,114.1663,1.1,51.1,0,,,,,,2026-03-30 01:18:43.255126841 +0000 UTC
413261280,HUI JIN QIAO 293,,22.30151,114.12877,0,360,1,,,,,,2026-03-30 01:18:43.567558948 +0000 UTC
414342000,FAN YA GUANG ZHOU,9302580,,,,,,74,SG SIN PEBGA,"{""Day"":29,""Hour"":21,""Minute"":15,""Month"":3}",221,73,
416002722,,,22.70895,120.25056,6.4,249.8,0,,,,,,2026-03-30 01:18:46.542691772 +0000 UTC
416002993,MAAN   JINN RONG,,22.40459,120.39841,2.6,231.9,0,,,,,,2026-03-30 01:18:43.203506834 +0000 UTC
416003457,TIPM NO.14401,,22.53351,120.30315,0,170.3,15,,,,,,2026-03-30 01:18:51.078345841 +0000 UTC
416004063,,,22.55079,120.31657,0,225.6,15,,,,,,2026-03-30 01:18:49.448958116 +0000 UTC
416005188,CHUN I NO.11,,22.56869,120.31306,0.1,0,15,,,,,,2026-03-30 01:18:41.445838198 +0000 UTC
416006185,DA YANG NO.88,,22.59502,120.28559,0,0,3,,,,,,2026-03-30 01:18:49.027841467 +0000 UTC
416008856,CP-10002,,22.63786,120.21461,22.6,126.8,0,,,,,,2026-03-30 01:18:45.632534796 +0000 UTC
416008961,SEA AND LAND NO.9,,22.59429,120.28602,0.1,360,15,,,,,,2026-03-30 01:18:42.846404502 +0000 UTC
416012541,KMSC NO.901,,22.5621,120.32851,0.1,360,0,,,,,,2026-03-30 01:18:42.886161944 +0000 UTC
416012542,KMSC NO.902,,22.56216,120.32853,0,360,15,,,,,,2026-03-30 01:18:47.398473103 +0000 UTC
416012608,JUNG YUN NO.6,,22.55028,120.32068,0,0,5,,,,,,2026-03-30 01:18:40.76715757 +0000 UTC
416013800,BAO SHAN NO.2,,22.55291,120.33859,0,333.4,15,,,,,,2026-03-30 01:18:51.86487727 +0000 UTC
416018096,KUEEN YANG NO.602,,22.59768,120.29638,0,69.1,0,,,,,,2026-03-30 01:18:40.802720576 +0000 UTC
416415000,GOLD STAR NO.3,,22.59712,120.28216,0,0,8,,,,,,2026-03-30 01:18:46.273954081 +0000 UTC
416436000,DERYOUNG SUNSHINE,,22.61085,120.28389,0,178,5,,,,,,2026-03-30 01:18:46.761662217 +0000 UTC
416702000,SHENG HONG,,22.56717,120.31438,0,360,0,,,,,,2026-03-30 01:18:47.375861654 +0000 UTC
419001709,,,1.25061,103.97984,10.7,253.8,0,,,,,,2026-03-30 01:18:49.166830086 +0000 UTC
431001000,KDDI OCEAN LINK,,35.47665,139.66069,0,180.5,5,,,,,,2026-03-30 01:18:42.844648108 +0000 UTC
431005182,HAYABUSA,9699763,40.84492,140.71834,0.1,336.3,0,60,JP HKP=AOM,"{""Day"":30,""Hour"":15,""Minute"":25,""Month"":3}",27,89,2026-03-30 01:18:49.581829296 +0000 UTC
431006206,MUSASHI,,35.61245,139.77222,9,151.9,0,,,,,,2026-03-30 01:18:48.420937869 +0000 UTC
431007271,KENYO,,39.74817,140.06127,0.2,51.6,5,,,,,,2026-03-30 01:18:45.532092492 +0000 UTC
431008983,,,34.163,135.04788,11.3,0.1,0,,,,,,2026-03-30 01:18:49.365604398 +0000 UTC
431010346,KEIYO MARU NO.15,,34.24117,135.08827,11,259.3,0,,,,,,2026-03-30 01:18:42.034334122 +0000 UTC
431012348,TAMA MARU,,35.46695,139.67177,9.4,246.7,15,,,,,,2026-03-30 01:18:45.422437002 +0000 UTC
431026222,TACHIBANA,,35.44137,139.66943,0,0,0,,,,,,2026-03-30 01:18:45.607087209 +0000 UTC
431027759,,,35.50095,139.74009,10,241.8,15,,,,,,2026-03-30 01:18:46.536094743 +0000 UTC
457267000,MATSUSHIMA,,46.62455,142.7694,0,164.7,5,,,,,,2026-03-30 01:18:50.123874343 +0000 UTC
477155200,BYD XI'AN,9993975,,,,,,70,SGSIN PGBG,"{""Day"":30,""Hour"":0,""Minute"":45,""Month"":3}",35,184,
477157400,COSCO UNIVERSE,,53.53127,9.95276,0,51.9,5,,,,,,2026-03-30 01:18:43.588250087 +0000 UTC
477203600,BBG ENDEAVOR,,51.40975,2.67017,0.4,134.4,1,,,,,,2026-03-30 01:18:43.557239057 +0000 UTC
477215600,MAGNOLIA EXPRESS,,-41.27005,174.46298,11,40.8,0,,,,,,2026-03-30 01:18:47.755849398 +0000 UTC
477424600,CSCL MARS,9467287,,,,,,71,NLRTM,"{""Day"":24,""Hour"":13,""Minute"":0,""Month"":3}",146,220,
477463500,COSCO ASHDOD,,35.32283,-129.56655,17.9,123.8,0,,,,,,2026-03-30 01:18:46.213080798 +0000 UTC
477809700,JOSCO BINZHOU,9934199,,,,,,70,PAULSBORO USA,"{""Day"":26,""Hour"":3,""Minute"":0,""Month"":3}",171,29,
477967800,CSCL ATLANTIC OCEAN,,1.2697,103.78232,1,52.1,0,,,,,,2026-03-30 01:18:42.22100889 +0000 UTC
477979600,HC WISDOM,,-32.93372,151.85263,11.7,340.4,0,,,,,,2026-03-30 01:18:51.784974325 +0000 UTC
477995257,MD311,0,,,,,,0,,"{""Day"":0,""Hour"":24,""Minute"":60,""Month"":0}",0,0,
477995428,DAY STAR,,22.29287,114.16819,4.1,18.3,0,,,,,,2026-03-30 01:18:49.276154892 +0000 UTC
477996916,,,22.32389,114.142,0,0,15,,,,,,2026-03-30 01:18:46.8932642 +0000 UTC
477997127,,,22.3204,114.15085,11.2,336.8,6,,,,,,2026-03-30 01:18:42.619503684 +0000 UTC
503000231,SL MURJAN,9795799,,,,,,91,,"{""Day"":4,""Hour"":7,""Minute"":30,""Month"":12}",10,22,
503020180,SL CURTIS ISLAND,,-23.82482,151.24428,0,321.4,5,,,,,,2026-03-30 01:18:43.519470949 +0000 UTC
503071000,YOUNG ENDEAVOUR,8971164,,,,,,36,SYD,"{""Day"":18,""Hour"":0,""Minute"":1,""Month"":10}",34,10,
503090370,NEVA,,-31.98308,115.8258,0,319.4,5,,,,,,2026-03-30 01:18:51.15851367 +0000 UTC
503106710,ETHEL TURNER,,-33.81806,151.04377,0,360,0,,,,,,2026-03-30 01:18:46.407538082 +0000 UTC
503106720,KURT FEARNLEY,0,-33.86406,151.20025,3.9,307.3,0,60,,"{""Day"":0,""Hour"":24,""Minute"":60,""Month"":0}",5,20,2026-03-30 01:18:44.626570579 +0000 UTC
503129910,SVITZER KOOMBANA,,-33.32132,115.66054,2.8,287.3,0,,,,,,2026-03-30 01:18:52.215746555 +0000 UTC
503170340,KWILENA,0,,,,,,50,,"{""Day"":0,""Hour"":24,""Minute"":60,""Month"":0}",10,8,
503344900,ALEXANDER,,-33.8454,151.17327,4.5,95.7,5,,,,,,2026-03-30 01:18:45.276357874 +0000 UTC
503345300,FISHBURN,,-33.85255,151.22131,11.3,213.6,0,,,,,,2026-03-30 01:18:43.824480645 +0000 UTC
503384300,PB PLENTY,,-32.8904,151.76823,2,213.5,0,,,,,,2026-03-30 01:18:44.913567881 +0000 UTC
503646000,VB AWOONGA,9578490,,,,,,52,GLADSTONE,"{""Day"":28,""Hour"":11,""Minute"":0,""Month"":1}",17,13,
503648000,SL TONDOON,9578505,-23.82544,151.24466,0,340.1,5,52,GLADSTONE,"{""Day"":10,""Hour"":8,""Minute"":0,""Month"":1}",13,17,2026-03-30 01:18:48.462989797 +0000 UTC
503654700,WARSHIP PARRAMATTA,,-32.17865,115.68435,0.4,0,3,,,,,,2026-03-30 01:18:48.219594144 +0000 UTC
503748000,CAPRICORNIAN SUNRISE,,-32.03857,115.66659,25.6,114.4,0,,,,,,2026-03-30 01:18:42.840413284 +0000 UTC
511101295,BAS TIGER,,51.88262,4.42475,0,310.7,5,,,,,,2026-03-30 01:18:50.734262518 +0000 UTC
511101933,FERTILE,9557329,,,,,,70,GRGPA,"{""Day"":1,""Hour"":4,""Minute"":0,""Month"":4}",74,18,
512004130,SEABRIDGE,,-36.82416,174.97933,10.2,255.9,0,,,,,,2026-03-30 01:18:47.493626823 +0000 UTC
512004996,PILOTVESSEL WAKATERE,,-36.84316,174.77597,0,338.6,0,,,,,,2026-03-30 01:18:48.346419752 +0000 UTC
512008121,IKA KAKAHI,,-36.84099,174.76745,0,6.8,0,,,,,,2026-03-30 01:18:44.425444259 +0000 UTC
512009984,SPARKY,9909699,,,,,,52,,"{""Day"":0,""Hour"":24,""Minute"":60,""Month"":0}",13,12,
512468000,TUHI RAPA,,-36.84248,174.76296,0.2,360,0,,,,,,2026-03-30 01:18:42.424504886 +0000 UTC
525008101,TB BALONGAN 1,9149536,,,,,,52,SURABAYA,"{""Day"":19,""Hour"":16,""Minute"":0,""Month"":2}",10,22,
525115069,,,-6.08006,106.93051,0,360,0,,,,,,2026-03-30 01:18:43.565106698 +0000 UTC
525121099,BITUMEN SHOURI,,1.24317,103.79652,0.1,145,1,,,,,,2026-03-30 01:18:47.225143728 +0000 UTC
538003322,SEAWAYS YELLOWSTONE,,37.92137,-122.40995,0,283,5,,,,,,2026-03-30 01:18:43.228279042 +0000 UTC
538004029,SEAWAYS RED,9596973,38.29441,15.08249,5.5,72.3,0,89,ITMLZ,"{""Day"":30,""Hour"":2,""Minute"":30,""Month"":3}",228,46,2026-03-30 01:18:42.543664588 +0000 UTC
538004030,SEAWAYS FRIO,,55.25658,14.55926,13.3,226.5,0,,,,,,2026-03-30 01:18:50.082003583 +0000 UTC
538005511,STI WINNIE,,-33.97603,151.21019,0,48,5,,,,,,2026-03-30 01:18:50.994931967 +0000 UTC
538005595,HORIZON ELECTRA,9418119,,,,,,89,BR SSA,"{""Day"":31,""Hour"":8,""Minute"":0,""Month"":3}",147,36,
538005698,URSA MINOR,,71.48221,28.09469,12.9,104.4,0,,,,,,2026-03-30 01:18:45.334446808 +0000 UTC
538005822,STI GUARD,,37.76711,-122.34996,0.2,254.6,1,,,,,,2026-03-30 01:18:50.092524681 +0000 UTC
538006005,STI OSCEOLA,,35.14968,-125.49827,13,101.6,0,,,,,,2026-03-30 01:18:48.335642289 +0000 UTC
538006218,NOBLE GREATWHITE,9697569,,,,,,90,"HANOYTANGEN, NORWAY","{""Day"":20,""Hour"":7,""Minute"":0,""Month"":3}",10,86,
538006940,CAPTAIN MIKE,,71.36689,21.73322,9.7,65.9,0,,,,,,2026-03-30 01:18:49.435510573 +0000 UTC
538007197,JOYCE,,51.15036,1.89289,7.6,61.3,0,,,,,,2026-03-30 01:18:43.532550271 +0000 UTC
538007314,NAGUAL,,36.88519,26.61736,11.8,158,0,,,,,,2026-03-30 01:18:51.666411088 +0000 UTC
538007363,PACIFIC DEBBIE,,52.4129,4.77726,0,75.3,5,,,,,,2026-03-30 01:18:44.449782933 +0000 UTC
538007447,ELLIE M II,,-29.75197,31.12831,0.1,90.9,1,,,,,,2026-03-30 01:18:47.240669811 +0000 UTC
538008683,LOUISA BOLTEN,,50.90694,-1.43608,0,127.8,5,,,,,,2026-03-30 01:18:44.746136109 +0000 UTC
538009053,SSI PROVIDENCE,,56.38449,12.35135,10.5,344.8,0,,,,,,2026-03-30 01:18:50.031086993 +0000 UTC
538009284,SHAMAN WISDOM,,37.198,-6.93823,0,90,5,,,,,,2026-03-30 01:18:45.545279775 +0000 UTC
538009904,MAREM,9545077,,,,,,70,NO MQN,"{""Day"":29,""Hour"":11,""Minute"":0,""Month"":3}",151,30,
538010692,WHISTLER,,45.5572,-73.51997,0,38.5,5,,,,,,2026-03-30 01:18:43.63693974 +0000 UTC
538011299,FJELD SVEA,9626687,,,,,,70,CA PRR,"{""Day"":25,""Hour"":18,""Minute"":30,""Month"":3}",196,33,
538011385,OPAL WEALTH,,-33.24265,115.5376,0.2,19,1,,,,,,2026-03-30 01:18:42.78026947 +0000 UTC
538011435,SSI REGENT,,58.67521,-3.02082,6.7,133.6,0,,,,,,2026-03-30 01:18:45.10924125 +0000 UTC
538012192,ACROPOLIS,1056666,,,,,,70,US FAH,"{""Day"":30,""Hour"":6,""Minute"":51,""Month"":3}",150,30,
538012272,PERSEUS I,,49.30264,-123.05101,0,10.4,5,,,,,,2026-03-30 01:18:41.350788949 +0000 UTC
538012344,MORITZ SCHULTE,,56.07555,-3.07412,0.2,175,1,,,,,,2026-03-30 01:18:44.117669867 +0000 UTC
538070708,CIELO MARE,0,33.7241,-118.27972,0,246.1,5,37,CABRILLO WAY.MARINA,"{""Day"":12,""Hour"":12,""Minute"":0,""Month"":2}",29,10,2026-03-30 01:18:47.712389285 +0000 UTC
538070721,SILVER SHALIS,,41.37061,2.1866,0,0,5,,,,,,2026-03-30 01:18:47.183926206 +0000 UTC
538071072,BOLD,1013030,24.46617,-76.78084,0.2,274.5,1,37,BS NMC,"{""Day"":29,""Hour"":23,""Minute"":0,""Month"":3}",34,51,2026-03-30 01:18:46.309635922 +0000 UTC
538071954,EUPHORIA II,8349282,,,,,,37,TOULON,"{""Day"":28,""Hour"":16,""Minute"":0,""Month"":9}",25,25,
538090723,ULTRA BOSQUE,9880013,,,,,,70,ROTTERDAM,"{""Day"":16,""Hour"":18,""Minute"":0,""Month"":3}",151,28,
548052900,SPAN ASIA 59,,10.30402,123.91826,0,322.1,0,,,,,,2026-03-30 01:18:51.897786888 +0000 UTC
548055207,ST-VII,,10.3487,123.97317,0.1,145.6,8,,,,,,2026-03-30 01:18:42.468578611 +0000 UTC
548599300,,,10.29879,123.91222,0,360,0,,,,,,2026-03-30 01:18:50.097549298 +0000 UTC
548630200,SL KAMAGONG,,10.32127,123.95725,0,89,0,,,,,,2026-03-30 01:18:52.136827822 +0000 UTC
548836500,POSEIDON 29,,10.32062,123.94161,0,360,0,,,,,,2026-03-30 01:18:51.38826504 +0000 UTC
548988000,CROWN TRADER,,-3.17399,-58.41548,0,56.4,1,,,,,,2026-03-30 01:18:43.681159093 +0000 UTC
563003300,CSK VANGUARD,9728423,52.17366,3.56224,0.1,86.2,1,80,GBHPT>NLRTM,"{""Day"":26,""Hour"":15,""Minute"":0,""Month"":3}",214,36,2026-03-30 01:18:51.896306767 +0000 UTC
563022800,ORIENT INNOVATION,,37.8871,-123.77687,1,147.8,0,,,,,,2026-03-30 01:18:42.605259004 +0000 UTC
563051300,MAERSK MONTE PASCOAL,,51.32571,4.33751,0,163.1,5,,,,,,2026-03-30 01:18:47.536807799 +0000 UTC
563060100,PSA HULK CS04,,1.2654,103.83492,11.2,93.1,0,,,,,,2026-03-30 01:18:46.500588682 +0000 UTC
563062780,STRAITS ETERNITY,,1.19938,103.74533,0,262,0,,,,,,2026-03-30 01:18:51.168478057 +0000 UTC
563069200,HAFNIA THALASSA,9800324,,,,,,80,NLAMS,"{""Day"":26,""Hour"":5,""Minute"":0,""Month"":3}",203,47,
563069230,PSA OAK WW60,,1.28506,103.75793,0,259.6,0,,,,,,2026-03-30 01:18:40.763406073 +0000 UTC
563071320,PENGUIN RESILIENCE,,1.23591,103.78364,6.5,180.2,0,,,,,,2026-03-30 01:18:48.605936376 +0000 UTC
563170800,ARMADA 78 01,,62.81711,6.90376,0,196.5,5,,,,,,2026-03-30 01:18:51.535693504 +0000 UTC
563176100,ARMADA 78 04,,57.1912,-2.01719,0,22.5,0,,,,,,2026-03-30 01:18:41.215079947 +0000 UTC
563180600,MARINE DYNAMO,,1.22584,103.87208,9.9,223.6,0,,,,,,2026-03-30 01:18:51.787678126 +0000 UTC
563184200,RUBICON NN22,,1.26074,103.84075,0.3,188.6,0,,,,,,2026-03-30 01:18:47.3263878 +0000 UTC
563229200,WAN HAI A16,9968516,27.70033,-120.53965,16.7,116.7,0,74,MXZLO,"{""Day"":1,""Hour"":17,""Minute"":0,""Month"":4}",112,223,2026-03-30 01:18:51.339213578 +0000 UTC
563237800,EVER MEMO,,36.28475,-122.23065,9.6,337.3,0,,,,,,2026-03-30 01:18:46.214266766 +0000 UTC
563238700,JAL KAILASH,1013999,,,,,,80,IT MLZ,"{""Day"":23,""Hour"":9,""Minute"":0,""Month"":3}",156,27,
563286100,SEASPAN BEAUTY,9713349,,,,,,71,ESBCN,"{""Day"":29,""Hour"":23,""Minute"":0,""Month"":3}",244,93,
563297300,ONE FOCUS,,39.43289,-0.32256,0,210.5,5,,,,,,2026-03-30 01:18:40.721842819 +0000 UTC
563570000,PIONEER 3702,,1.23768,103.77758,3,164.6,3,,,,,,2026-03-30 01:18:43.833336902 +0000 UTC
563750000,PSA SUSTAINABILITY,9182631,1.26753,103.83675,0,360,5,70,BRANI,"{""Day"":28,""Hour"":20,""Minute"":30,""Month"":3}",172,17,2026-03-30 01:18:50.340192468 +0000 UTC
564121000,TENRYU MARU,9727170,,,,,,70,AU NTL,"{""Day"":29,""Hour"":18,""Minute"":0,""Month"":3}",216,34,
564461000,PW TETAP,,1.22251,103.731,0.1,92.1,0,,,,,,2026-03-30 01:18:50.29041803 +0000 UTC
565263000,HORIZON 9,,1.26271,103.82095,2.4,89.3,8,,,,,,2026-03-30 01:18:44.797861631 +0000 UTC
565282000,THAMES,,1.25682,103.78732,0.1,11.2,0,,,,,,2026-03-30 01:18:44.446049236 +0000 UTC
565602000,PILOT GP49,,1.25705,103.84107,0.3,44.7,0,,,,,,2026-03-30 01:18:47.939582433 +0000 UTC
565662000,MARMORIS,,1.24272,103.89506,4.6,44,0,,,,,,2026-03-30 01:18:42.053034788 +0000 UTC
565741000,WAN HAI 510,,1.23371,103.95937,11.7,70.4,0,,,,,,2026-03-30 01:18:42.482202132 +0000 UTC
566000080,SCDF RED SAILFISH,,1.25588,103.83869,0,0,0,,,,,,2026-03-30 01:18:52.100688946 +0000 UTC
566059000,CS QUALITY,,50.80876,-1.09318,0,219.3,5,,,,,,2026-03-30 01:18:45.868453721 +0000 UTC
566373000,CLEANSEAS HARMONY,,1.19878,103.74099,0.1,305,0,,,,,,2026-03-30 01:18:42.844206809 +0000 UTC
566386000,SEA BRILLIANCE,,1.20666,103.85006,5.3,68.2,0,,,,,,2026-03-30 01:18:43.361668571 +0000 UTC
566449000,DECORUM,,1.25908,103.84231,0.4,74.4,0,,,,,,2026-03-30 01:18:48.792618023 +0000 UTC
566501000,MV.BATAMFAST20,,1.26283,103.82019,0.1,346.2,0,,,,,,2026-03-30 01:18:46.289320909 +0000 UTC
566623000,RESOLUTE NN24,,1.2093,103.79741,1.9,145.5,8,,,,,,2026-03-30 01:18:46.179497503 +0000 UTC
566779000,MAERSK INNOSHIMA,,-36.84159,174.78329,0,120.5,5,,,,,,2026-03-30 01:18:44.136060983 +0000 UTC
566858000,KOTA LEMBAH,,-34.9076,174.42591,12.9,126.9,0,,,,,,2026-03-30 01:18:47.789143531 +0000 UTC
567000004,CHIANG TUN,,13.70606,100.56805,0,0,0,,,,,,2026-03-30 01:18:41.037866828 +0000 UTC
567002780,DRAGON TEN,,13.69102,100.55203,0.1,336.5,0,,,,,,2026-03-30 01:18:47.305960655 +0000 UTC
567002850,AMITA,,13.68469,100.59065,0.1,308.9,8,,,,,,2026-03-30 01:18:44.205008788 +0000 UTC
567003320,SRI AROON,,13.70643,100.5668,0,360,0,,,,,,2026-03-30 01:18:49.130019582 +0000 UTC
576988000,REMBRANDT VAN RIJN,8941808,,,,,,36,NLVLI,"{""Day"":29,""Hour"":23,""Minute"":0,""Month"":10}",29,20,
577514000,AHMET AGAOGLU,,43.40223,28.16619,0,75.5,5,,,,,,2026-03-30 01:18:42.113453147 +0000 UTC
601000000,SAS KING SHAKA ZULU,,-34.19073,18.43964,0,360,5,,,,,,2026-03-30 01:18:45.896862023 +0000 UTC
601126900,SEA EXPRESS,8952065,-29.75245,31.12813,0.1,162,5,52,,"{""Day"":25,""Hour"":11,""Minute"":0,""Month"":11}",10,16,2026-03-30 01:18:50.067356271 +0000 UTC
601375700,LISINDA,,-33.91062,18.42237,0,360,7,,,,,,2026-03-30 01:18:41.199926311 +0000 UTC
620133000,OMSKIY-117,,36.47437,27.84692,6.9,116,0,,,,,,2026-03-30 01:18:41.090945398 +0000 UTC
630001035,GAL,8502145,,,,,,77,CY LCA,"{""Day"":30,""Hour"":14,""Minute"":30,""Month"":3}",47,17,
630001236,,,-29.87972,31.05033,0,331,5,,,,,,2026-03-30 01:18:49.854172222 +0000 UTC
636014708,PATRICIA V,,45.63031,-122.69565,0,83,5,,,,,,2026-03-30 01:18:46.840568985 +0000 UTC
636014908,FPMC B 201,,37.91928,-122.36691,0,318.5,5,,,,,,2026-03-30 01:18:51.479480507 +0000 UTC
636015357,INVINCIBLE,,51.45547,3.72426,0,180.9,5,,,,,,2026-03-30 01:18:52.133062683 +0000 UTC
636015594,DELTA,9595395,,,,,,79,GB PRU,"{""Day"":21,""Hour"":17,""Minute"":42,""Month"":3}",151,30,
636016125,TRAIGUEN,9627904,,,,,,70,BEANR>GRPIR,"{""Day"":30,""Hour"":2,""Minute"":30,""Month"":3}",227,73,
636016362,CHEM ALTAMIRA,,51.36341,2.18734,11.6,295.5,0,,,,,,2026-03-30 01:18:50.895674107 +0000 UTC
636016363,CHEM NEW ORLEANS,,40.51303,-73.66775,0,324.2,1,,,,,,2026-03-30 01:18:47.582125974 +0000 UTC
636017077,SOPOT,9727522,,,,,,70,USSAV,"{""Day"":27,""Hour"":5,""Minute"":1,""Month"":3}",153,27,
636018571,MSC EMMA,,54.94529,19.02635,8.5,5.4,0,,,,,,2026-03-30 01:18:42.111748623 +0000 UTC
636018693,GSL VALERIE,,1.24197,103.86783,6.1,310.2,0,,,,,,2026-03-30 01:18:49.780264118 +0000 UTC
636019354,PACIFIC MERMAID,,55.75433,10.80067,13.4,187,0,,,,,,2026-03-30 01:18:41.121037994 +0000 UTC
636019355,TAMPA I,9196840,,,,,,70,AUSYD,"{""Day"":29,""Hour"":15,""Minute"":0,""Month"":3}",212,92,
636019576,GREAT W,,50.29425,-0.11738,10.2,74.2,0,,,,,,2026-03-30 01:18:43.910625224 +0000 UTC
636019585,CPT GEORGIOS S,,35.88454,14.76865,0.2,259.3,1,,,,,,2026-03-30 01:18:41.934117001 +0000 UTC
636019717,VOLANS,,-43.47447,172.83632,0.2,147.8,1,,,,,,2026-03-30 01:18:51.875602909 +0000 UTC
636020879,NEW FIRST,,-33.06955,151.92962,9.9,334.7,0,,,,,,2026-03-30 01:18:48.115183908 +0000 UTC
636020941,MIRADOR EXPRESS,,-29.71608,31.22154,0.2,274,1,,,,,,2026-03-30 01:18:50.921713099 +0000 UTC
636021914,MSC NORDEROOG F,,26.52647,-78.76707,0,286.7,5,,,,,,2026-03-30 01:18:47.492397052 +0000 UTC
636022111,MSC KALAMATA VII,,35.44242,139.67977,0,241.7,5,,,,,,2026-03-30 01:18:44.469439506 +0000 UTC
636022134,RED SAKURA,,38.93914,-76.41402,0.1,258.8,1,,,,,,2026-03-30 01:18:47.933166851 +0000 UTC
636022238,SCHINOUSA,9662409,,,,,,70,NL RTM,"{""Day"":26,""Hour"":16,""Minute"":0,""Month"":3}",251,41,
636022448,MSC MONICA CRISTINA,,50.23742,-0.42618,9.5,180,0,,,,,,2026-03-30 01:18:51.171642369 +0000 UTC
636022634,PANAMAX BREEZE,,70.22197,32.98837,10.1,331,0,,,,,,2026-03-30 01:18:48.412281683 +0000 UTC
636022775,RIX VOYAGER,,56.14405,10.22513,0,338.4,5,,,,,,2026-03-30 01:18:45.906646838 +0000 UTC
636022934,HAN JIANG KOU,,35.11047,-129.18236,15.7,128.6,0,,,,,,2026-03-30 01:18:50.823314698 +0000 UTC
